,firm,date_review,job_title,current,location,overall_rating,work_life_balance,culture_values,diversity_inclusion,career_opp,comp_benefits,senior_mgmt,recommend,ceo_approv,outlook,headline,pros,cons,year,pros_clean,cons_clean,headline_clean,too_long_pro,too_long_con,Clean_pro_aspect_sentiments,Clean_con_aspect_sentiments,pro_aspect_sentiments,con_aspect_sentiments
123022,Waitrose,2020-08-06, Night Replenishment Assistant,"Current Employee, less than 1 year","Brighton, England, England",3,,,,,,,v,o,v,Decent pay - poor management,"Nice colleagues
20% discount after 3 months
Night shift pay is good","Poor management - sometimes there are 3 managers in a night shift, sometimes none, no feedback on performance, staff on holiday/off sick are not covered and you are expected to work the equivalent of 2 people because they didn't organise cover...",2020,nice colleague 20 discount after 3 month night shift pay be good,poor management sometimes there be 3 manager in a night shift sometimes none no feedback on performance staff on holiday off sick be not cover and you be expect to work the equivalent of 2 people because they do not organise cover,decent pay poor management,False,False,"{'pay': {1: 0.10106501, 2: 0.0927327, 3: 0.23593569, 4: 0.34610832, 5: 0.22415827, 'label': 4}, 'flexibility': {1: 0.14134471, 2: 0.14035031, 3: 0.25747418, 4: 0.30212596, 5: 0.1587048, 'label': 4}}","{'management': {1: 0.65705806, 2: 0.2713284, 3: 0.062305022, 4: 0.0068623866, 5: 0.0024461278, 'label': 1}, 'work-life balance': {1: 0.55544645, 2: 0.33484453, 3: 0.094026096, 4: 0.011992061, 5: 0.0036908602, 'label': 1}, 'flexibility': {1: 0.5448596, 2: 0.34161922, 3: 0.097267464, 4: 0.012510885, 5: 0.0037428122, 'label': 1}, 'people': {1: 0.6720296, 2: 0.2606052, 3: 0.057800435, 4: 0.006945613, 5: 0.0026189894, 'label': 1}, 'performance feedback': {1: 0.6008685, 2: 0.30466554, 3: 0.08165207, 4: 0.009742641, 5: 0.0030712122, 'label': 1}}","{'pay': {1: 0.101405546, 2: 0.09937398, 3: 0.25773412, 4: 0.34890696, 5: 0.19257936, 'label': 4}, 'flexibility': {1: 0.1292425, 2: 0.13748279, 3: 0.2740305, 4: 0.31322747, 5: 0.14601678, 'label': 4}, 'people': {1: 0.15881082, 2: 0.14449449, 3: 0.27059048, 4: 0.2828748, 5: 0.14322932, 'label': 4}}","{'management': {1: 0.6122516, 2: 0.3311406, 3: 0.0513685, 4: 0.0039928365, 5: 0.001246436, 'label': 1}, 'work-life balance': {1: 0.48090243, 2: 0.4293707, 3: 0.0819251, 4: 0.0062611173, 5: 0.0015406578, 'label': 1}, 'flexibility': {1: 0.490114, 2: 0.4201547, 3: 0.08136993, 4: 0.0066861263, 5: 0.0016752428, 'label': 1}, 'people': {1: 0.62535274, 2: 0.3227941, 3: 0.046804886, 4: 0.0037943379, 5: 0.0012538858, 'label': 1}, 'performance feedback': {1: 0.5383016, 2: 0.38098907, 3: 0.073203, 4: 0.0059576086, 5: 0.001548782, 'label': 1}}"
24175,Bullhorn,2015-07-27, Account Executive,"Current Employee, more than 1 year","London, England, England",5,4.0,5.0,,5.0,4.0,4.0,v,v,v,Great Career Prospects,"Being a very fast growing company, it has a great buzz, culture and career opportunities. Many of my colleagues and myself have been promoted under 1 year, and all work is highly appreciated by management.

Great people to work with, free lunch once a week and office drinks once a month.",Processes are not fully aligned for a few months due to non-stopping growth.,2015,be a very fast grow company it have a great buzz culture and career opportunity many of my colleague and myself have be promote under 1 year and all work be highly appreciate by management great people to work with free lunch once a week and office drink once a month,process be not fully align for a few month due to non stopping growth,great career prospect,False,False,"{'management': {1: 0.010978784, 2: 0.012603027, 3: 0.058107153, 4: 0.30227464, 5: 0.61603636, 'label': 5}, 'growth': {1: 0.009206333, 2: 0.011479093, 3: 0.0546496, 4: 0.31259865, 5: 0.6120663, 'label': 5}, 'culture': {1: 0.011563235, 2: 0.013789483, 3: 0.06092215, 4: 0.3092423, 5: 0.6044828, 'label': 5}, 'benefits': {1: 0.00905627, 2: 0.011316886, 3: 0.061113797, 4: 0.332766, 5: 0.58574706, 'label': 5}, 'people': {1: 0.010590547, 2: 0.012439077, 3: 0.057984307, 4: 0.30864292, 5: 0.61034316, 'label': 5}}","{'growth': {1: 0.44489366, 2: 0.3756773, 3: 0.15343177, 4: 0.021536268, 5: 0.0044610067, 'label': 1}}","{'management': {1: 0.0032814702, 2: 0.004227488, 3: 0.026956458, 4: 0.27177054, 5: 0.6937641, 'label': 5}, 'growth': {1: 0.0028173456, 2: 0.0038090192, 3: 0.025105035, 4: 0.27563208, 5: 0.6926365, 'label': 5}, 'culture': {1: 0.0030254342, 2: 0.0040944293, 3: 0.027118407, 4: 0.28348595, 5: 0.6822758, 'label': 5}, 'benefits': {1: 0.0027540305, 2: 0.003767754, 3: 0.02925655, 4: 0.3124894, 5: 0.65173227, 'label': 5}, 'people': {1: 0.0029366657, 2: 0.0038694218, 3: 0.025565831, 4: 0.2715491, 5: 0.696079, 'label': 5}}","{'growth': {1: 0.4193358, 2: 0.41780463, 3: 0.14653122, 4: 0.013877874, 5: 0.0024504398, 'label': 1}}"
78367,Morrisons,2020-09-22, Finance Graduate Scheme,Current Employee,"Bradford, Yorkshire and the Humber, England, England",4,3.0,4.0,,4.0,2.0,3.0,v,o,r,Good,"Overtime
Good pay 
Friendly
Polite
Helpful all the time 
Good management","Busy
On your feet 
Unorganised sometimes",2020,overtime good pay friendly polite helpful all the time good management,busy on your foot unorganised sometimes,good,False,False,"{'pay': {1: 0.008150281, 2: 0.012185091, 3: 0.13131219, 4: 0.4900078, 5: 0.35834464, 'label': 4}, 'management': {1: 0.008797054, 2: 0.012835845, 3: 0.13008238, 4: 0.47962794, 5: 0.36865672, 'label': 4}, 'work-life balance': {1: 0.007360063, 2: 0.013157696, 3: 0.16796583, 4: 0.5267098, 5: 0.2848066, 'label': 4}, 'teamwork & collaboration': {1: 0.007185226, 2: 0.011527722, 3: 0.13493347, 4: 0.50867355, 5: 0.33768004, 'label': 4}}",{},"{'pay': {1: 0.008150281, 2: 0.012185091, 3: 0.13131219, 4: 0.4900078, 5: 0.35834464, 'label': 4}, 'management': {1: 0.008797054, 2: 0.012835845, 3: 0.13008238, 4: 0.47962794, 5: 0.36865672, 'label': 4}, 'work-life balance': {1: 0.007360063, 2: 0.013157696, 3: 0.16796583, 4: 0.5267098, 5: 0.2848066, 'label': 4}, 'teamwork & collaboration': {1: 0.007185226, 2: 0.011527722, 3: 0.13493347, 4: 0.50867355, 5: 0.33768004, 'label': 4}}",{}
105424,Tesco,2019-09-18, Customer Service Assistant,"Former Employee, more than 1 year","Brighton, England, England",4,4.0,4.0,,3.0,4.0,3.0,v,r,r,Perfectly Fine,"Good pay for the type of job I did
No micromanaging
Big store so a bit more freedom",People hit and miss but I guess that's anywhere you work,2019,good pay for the type of job I do no micromanaging big store so a bit more freedom,people hit and miss but I guess that be anywhere you work,perfectly fine,False,False,"{'pay': {1: 0.0065567116, 2: 0.01825082, 3: 0.23762567, 4: 0.575252, 5: 0.16231483, 'label': 4}}","{'people': {1: 0.57701814, 2: 0.25338557, 3: 0.10997381, 4: 0.038284354, 5: 0.021338101, 'label': 1}}","{'pay': {1: 0.006960815, 2: 0.018956022, 3: 0.22901623, 4: 0.5729085, 5: 0.17215845, 'label': 4}}","{'people': {1: 0.55985415, 2: 0.25604758, 3: 0.118416965, 4: 0.04211782, 5: 0.023563435, 'label': 1}}"
113017,UK-Ministry-of-Defence,2019-10-27, Anonymous Employee,"Former Employee, less than 1 year","Bristol, England, England",1,2.0,1.0,,2.0,3.0,1.0,x,o,x,Poor management and failure of duty of care,Get regular pay and paid sick leave to some extent,Inexperienced managers  and no regard for staff with disability especially when you first join,2019,get regular pay and pay sick leave to some extent,inexperienced manager and no regard for staff with disability especially when you first join,poor management and failure of duty of care,False,False,"{'pay': {1: 0.07382796, 2: 0.08622809, 3: 0.29074824, 4: 0.36653963, 5: 0.1826561, 'label': 4}}",{},"{'pay': {1: 0.08237086, 2: 0.09619412, 3: 0.29649746, 4: 0.36070704, 5: 0.16423044, 'label': 4}}","{'management': {1: 0.6319375, 2: 0.27050605, 3: 0.072671145, 4: 0.016115153, 5: 0.00877016, 'label': 1}}"
13401,BT,2015-09-05, Project Manager,Former Employee,"Ipswich, England, England",1,1.0,1.0,,2.0,1.0,1.0,x,v,x,BT TSO - Bad place to work,"You can work from home, nice enough food in the canteen","Forced weekend and late night working in the technical teams to hit release dates, I doubt any major deliveries would be achieved without making employees work outside of contracted hours.

Constant cost cutting and skills reduction in technical teams, no desire to learn or improve.

Massive management tier creates reporting on reporting, political atmosphere, think upside down triangle in terms of organisation

Us and them attitude persists throughout.

Very hierarchical controlling culture  

Aggression and escalations preferred over team working and servant leadership",2015,you can work from home nice enough food in the canteen,force weekend and late night work in the technical team to hit release date I doubt any major delivery would be achieve without make employee work outside of contract hour constant cost cutting and skill reduction in technical team no desire to learn or improve massive management tier create report on reporting political atmosphere think upside down triangle in term of organisation we and they attitude persist throughout very hierarchical controlling culture aggression and escalation prefer over team work and servant leadership,bt tso bad place to work,False,False,"{'remote work': {1: 0.020561429, 2: 0.03146212, 3: 0.20170131, 4: 0.4788146, 5: 0.26746047, 'label': 4}}","{'management': {1: 0.44027728, 2: 0.3834732, 3: 0.11620677, 4: 0.040070415, 5: 0.019972347, 'label': 1}, 'culture': {1: 0.41299373, 2: 0.39601678, 3: 0.121135086, 4: 0.046518188, 5: 0.023336159, 'label': 1}, 'teamwork & collaboration': {1: 0.4345877, 2: 0.394444, 3: 0.11423593, 4: 0.038649518, 5: 0.018082935, 'label': 1}}","{'remote work': {1: 0.019111073, 2: 0.030529793, 3: 0.194341, 4: 0.47974175, 5: 0.27627632, 'label': 4}}","{'management': {1: 0.5010767, 2: 0.37980783, 3: 0.068499304, 4: 0.02969142, 5: 0.02092474, 'label': 1}, 'work-life balance': {1: 0.38111395, 2: 0.43893963, 3: 0.10514776, 4: 0.046469927, 5: 0.02832873, 'label': 2}, 'culture': {1: 0.4628604, 2: 0.38790485, 3: 0.07810118, 4: 0.040855683, 5: 0.030277915, 'label': 1}, 'teamwork & collaboration': {1: 0.42697713, 2: 0.41501734, 3: 0.085945345, 4: 0.04290954, 5: 0.029150631, 'label': 1}}"
75112,McKinsey-and-Company,2020-02-04, Associate Partner,"Current Employee, more than 1 year","London, England, England",5,3.0,5.0,,5.0,5.0,4.0,v,v,v,Impressive company,"Very smart colleagues, challenging work","Hard work and travel, demanding clients",2020,very smart colleague challenge work,hard work and travel demand client,impressive company,False,False,{},"{'travel': {1: 0.48508197, 2: 0.2955931, 3: 0.14480522, 4: 0.049324933, 5: 0.025194764, 'label': 1}}","{'people': {1: 0.008400377, 2: 0.0151962945, 3: 0.1319778, 4: 0.47236982, 5: 0.37205577, 'label': 4}}","{'stress & pressure': {1: 0.375506, 2: 0.30349886, 3: 0.17083623, 4: 0.08877136, 5: 0.061387524, 'label': 1}, 'travel': {1: 0.39897248, 2: 0.30154097, 3: 0.17375982, 4: 0.07812307, 5: 0.047603596, 'label': 1}}"
102510,Surrey-County-Council,2019-07-25, Placement Officer,"Former Employee, more than 3 years","Woking, England, England",4,3.0,4.0,,3.0,3.0,4.0,v,o,v,Placement team,Great place to work.,Extremely busy role.  Can be stressful.,2019,great place to work,extremely busy role can be stressful,placement team,False,False,{},"{'stress & pressure': {1: 0.44368562, 2: 0.3667325, 3: 0.14425707, 4: 0.0325048, 5: 0.012820076, 'label': 1}, 'job role clarity': {1: 0.33585483, 2: 0.3894291, 3: 0.21433769, 4: 0.04720781, 5: 0.013170523, 'label': 2}}",{},"{'stress & pressure': {1: 0.41942227, 2: 0.4005916, 3: 0.13000819, 4: 0.032527577, 5: 0.017450389, 'label': 1}, 'job role clarity': {1: 0.321869, 2: 0.4500883, 3: 0.18299794, 4: 0.033878274, 5: 0.011166494, 'label': 2}}"
70574,Marks-and-Spencer,2020-10-05, Customer Assistant,Current Employee,"Rugby, England, England",1,1.0,2.0,3.0,3.0,2.0,1.0,x,x,x,Awful management,"Customers become regular and you start to build relationships
Hourly pay 
Colleagues","ALL Management, no empathy or people skills",2020,customer become regular and you start to build relationship hourly pay colleague,all management no empathy or people skill,awful management,False,False,"{'pay': {1: 0.02181046, 2: 0.03114385, 3: 0.18499346, 4: 0.45761168, 5: 0.30444062, 'label': 4}}","{'management': {1: 0.69482607, 2: 0.2201366, 3: 0.06589334, 4: 0.012171188, 5: 0.006972878, 'label': 1}, 'people': {1: 0.71741015, 2: 0.21633638, 3: 0.0533016, 4: 0.0084444145, 5: 0.0045075594, 'label': 1}}","{'pay': {1: 0.017846854, 2: 0.029399013, 3: 0.19431742, 4: 0.46333346, 5: 0.29510322, 'label': 4}, 'people': {1: 0.017567389, 2: 0.028223503, 3: 0.190774, 4: 0.46027857, 5: 0.30315652, 'label': 4}}","{'management': {1: 0.71682763, 2: 0.20372285, 3: 0.05872737, 4: 0.012799294, 5: 0.007922756, 'label': 1}, 'people': {1: 0.7487145, 2: 0.19243425, 3: 0.045366768, 4: 0.008404038, 5: 0.005080391, 'label': 1}}"
79259,NHS,2016-11-13, Senior Infrastructure Engineer,"Current Employee, more than 10 years","Dudley, England, England",3,3.0,3.0,,3.0,2.0,3.0,x,r,r,Ok..,"People in own dep't are good at what they do
Flexibility re working hours - certain dept's
pension (apparently, I'm not in it)","cut backs & more cut backs re funding & savings required in last year or 2 have led to redundancies
at mercy of local/govt 'rules' - incremental pay rises have been on hold on/off for some time
some people are in positions of seniority have no reason to be there and haven't a clue
old corporate mentality, tow the line or leave
room for advancement can  be zero unless someone above you leaves or you go sideways to another dept",2016,people in own dep't be good at what they do flexibility re work hour certain dept 's pension apparently I be not in it,cut back more cut back re funding saving require in last year or 2 have lead to redundancy at mercy of local govt rule incremental pay rise have be on hold on off for some time some people be in position of seniority have no reason to be there and have not a clue old corporate mentality tow the line or leave room for advancement can be zero unless someone above you leave or you go sideways to another dept,ok,False,False,"{'work-life balance': {1: 0.16978118, 2: 0.271857, 3: 0.37747857, 4: 0.1463959, 5: 0.034487374, 'label': 3}, 'benefits': {1: 0.24320313, 2: 0.30184537, 3: 0.3192304, 4: 0.10776804, 5: 0.027953109, 'label': 3}, 'flexibility': {1: 0.27511775, 2: 0.3188275, 3: 0.28699782, 4: 0.09263491, 5: 0.026422013, 'label': 2}, 'people': {1: 0.30343428, 2: 0.32388994, 3: 0.26876757, 4: 0.08080993, 5: 0.023098303, 'label': 2}}","{'pay': {1: 0.64648086, 2: 0.2668028, 3: 0.064907655, 4: 0.014448259, 5: 0.0073604616, 'label': 1}, 'growth': {1: 0.59123, 2: 0.30909717, 3: 0.07539771, 4: 0.016519325, 5: 0.0077558076, 'label': 1}, 'people': {1: 0.6773302, 2: 0.24931943, 3: 0.054282747, 4: 0.012357924, 5: 0.0067097046, 'label': 1}, 'job security': {1: 0.6135268, 2: 0.2901698, 3: 0.07248245, 4: 0.016187873, 5: 0.007632989, 'label': 1}}","{'work-life balance': {1: 0.068469696, 2: 0.15798405, 3: 0.43595278, 4: 0.2794356, 5: 0.058157865, 'label': 3}, 'benefits': {1: 0.08589497, 2: 0.16307934, 3: 0.3928584, 4: 0.28819108, 5: 0.06997632, 'label': 3}, 'flexibility': {1: 0.13117644, 2: 0.22854994, 3: 0.3689623, 4: 0.21624362, 5: 0.055067744, 'label': 3}, 'people': {1: 0.10285897, 2: 0.17727104, 3: 0.36723745, 4: 0.27700242, 5: 0.07563014, 'label': 3}}","{'pay': {1: 0.59088105, 2: 0.3038414, 3: 0.07581559, 4: 0.019828295, 5: 0.009633601, 'label': 1}, 'growth': {1: 0.5466749, 2: 0.33885723, 3: 0.08325933, 4: 0.02143404, 5: 0.009774517, 'label': 1}, 'people': {1: 0.6308606, 2: 0.2791857, 3: 0.06296599, 4: 0.017526124, 5: 0.00946165, 'label': 1}}"
11762,BDO,2020-01-19, Audit Trainee,"Current Employee, less than 1 year","London, England, England",5,3.0,5.0,,5.0,4.0,4.0,v,v,v,THEY ARE AWSOME,caring and comfortable to all new members and make you feel welcomed,organisation needs a little improvement for apprentices and school leaver as well as graduates,2020,care and comfortable to all new member and make you feel welcome,organisation need a little improvement for apprentice and school leaver as well as graduate,they be awsome,False,False,{},{},{},{}
23628,British-Airways,2020-11-11, Cabin Crew,"Current Employee, more than 3 years","Heathrow, England, England",5,5.0,5.0,5.0,5.0,5.0,5.0,v,r,r,Great experience,Lovely airline to work for,Difficult interview but was manageable,2020,lovely airline to work for,difficult interview but be manageable,great experience,False,False,{},{},{},{}
70789,Marks-and-Spencer,2021-01-06," Barista, Server, Hostess, and Cook",Former Employee,"Chester, England, England",5,2.0,2.0,2.0,3.0,4.0,2.0,v,o,r,Good,Staff discount and rate of pay,Holiday / sick pay not flexible on working hours,2021,staff discount and rate of pay,holiday sick pay not flexible on work hour,good,False,False,"{'pay': {1: 0.16483866, 2: 0.1375232, 3: 0.24794683, 4: 0.27432615, 5: 0.17536512, 'label': 4}}","{'pay': {1: 0.56717765, 2: 0.27114275, 3: 0.12636451, 4: 0.024714885, 5: 0.01060023, 'label': 1}, 'work-life balance': {1: 0.44241112, 2: 0.32530388, 3: 0.17860249, 4: 0.039303742, 5: 0.014378836, 'label': 1}, 'flexibility': {1: 0.45562625, 2: 0.33355063, 3: 0.16561206, 4: 0.033666186, 5: 0.01154485, 'label': 1}}","{'pay': {1: 0.16483866, 2: 0.1375232, 3: 0.24794683, 4: 0.27432615, 5: 0.17536512, 'label': 4}}","{'pay': {1: 0.49583957, 2: 0.3251482, 3: 0.14905773, 4: 0.023030892, 5: 0.0069235736, 'label': 1}, 'work-life balance': {1: 0.396935, 2: 0.3643434, 3: 0.19424455, 4: 0.034768507, 5: 0.009708629, 'label': 1}, 'flexibility': {1: 0.3933007, 2: 0.37766546, 3: 0.18809801, 4: 0.032378245, 5: 0.008557492, 'label': 1}}"
